city,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone
Islamabad,38.11017824704814,55.16504314259764,1015.5129427792915,41.66164850136239,12.48501078564941,74.86808866939147
Karachi,30.395382039055406,63.06055858310627,488.7433583106267,20.895089691189828,15.825547797456856,74.43984162125341
Lahore,70.21058980472299,104.83200783378746,1373.3315168029064,43.00677225249773,17.815210603996366,88.11148955495004
