feature,mean_abs_shap_24h,mean_abs_shap_48h,mean_abs_shap_72h
numeric__humidity_rolling_max_48h,0.0031432384751032653,0.03732313916171813,0.06940986536103845
numeric__temperature_rolling_min_12h,0.0027110638285147096,0.019384743604346142,0.0896189258472499
numeric__humidity_rolling_std_168h,0.0027035663911103465,0.018541734188186748,0.08245547339961196
numeric__so2_lag_72h,0.00267828123444121,0.059958256267153065,0.07153139992115161
numeric__no2_lag_72h,0.002552390609932243,0.004989495985114809,0.02208897130844234
numeric__wind_rolling_max_24h,0.0025069866885110716,0.004382706888310216,0.04191884347033484
numeric__temperature_humidity_interaction,0.002058695434762502,0.015039016721996616,0.02010752029890647
numeric__precipitation,0.002006688033669036,0.0014666018505412378,0.0011158783558044307
numeric__pressure_change_3h,0.001993415299014614,0.0011659485620391969,0.03128173265376353
numeric__precipitation_lag_1h,0.0019455711419474734,0.0032411274025627027,0.006929080024234926
numeric__humidity_rolling_min_48h,0.0017258391143212168,0.0005735500042733787,0.010654544896943943
numeric__wind_rolling_min_6h,0.0017039219886384022,0.023073904502379772,0.03662770668760119
numeric__humidity_rolling_std_3h,0.0016903368525477333,0.0057809853768493,0.009099779846606404
numeric__humidity_rolling_mean_3h,0.0009123896265220635,0.001171105721873807,0.010513423560813966
numeric__precipitation_lag_6h,0.0008623521606875099,7.951913555910102e-05,0.0002615417745984427
numeric__precipitation_lag_3h,0.0008006583995495571,0.0006960935317213352,0.0001903106569974888
numeric__humidity_lag_12h,0.0008000579227747637,0.015925566739980784,0.01394216345457238
numeric__precipitation_lag_24h,0.0006408420200920497,0.00011270095408382606,0.0008707099349520784
numeric__co_lag_48h,0.0005179392843972994,0.005346865565464371,0.00510596380433446
numeric__precipitation_lag_12h,0.0004422883833403187,0.0007304836549982445,0.0014729452977568958
numeric__is_weekend,0.0004219896721049896,0.0076423635487412695,0.009272280003796676
numeric__wind_rolling_min_72h,0.00041712062514182935,0.0005692813071040739,0.012886263928166245
numeric__calm_wind,0.00040337689783042784,9.423780774514882e-05,0.0006530913700249724
numeric__wind_lag_12h,0.0002876695901836004,0.0026083947284268514,0.0017573187645582833
numeric__high_no2,0.00014895062445126068,2.827096312395916e-05,0.00023206139140059863
numeric__low_wind,3.6755924858021544e-05,0.00011372605007710392,0.0005477343726961197
